data_id,Date,state,inside_tempF,driver_temp_settingF,outside_tempF
935174,1/1/2023 1:20,offline,,,
935175,1/1/2023 1:21,offline,,,
935176,1/1/2023 1:22,offline,,,
935177,1/1/2023 1:23,offline,,,
935178,1/1/2023 1:24,offline,,,
935179,1/1/2023 1:25,offline,,,
935180,1/1/2023 1:26,offline,,,
935181,1/1/2023 1:27,offline,,,
935182,1/1/2023 1:28,offline,,,
935183,1/1/2023 1:29,offline,,,
935184,1/1/2023 1:30,offline,,,
935185,1/1/2023 1:31,offline,,,
935186,1/1/2023 1:32,offline,,,
935187,1/1/2023 1:33,offline,,,
935188,1/1/2023 1:34,offline,,,
935189,1/1/2023 1:35,offline,,,
935190,1/1/2023 1:36,offline,,,
935191,1/1/2023 1:37,offline,,,
935192,1/1/2023 1:38,offline,,,
935193,1/1/2023 1:39,offline,,,
935194,1/1/2023 1:40,offline,,,
935195,1/1/2023 1:41,offline,,,
935196,1/1/2023 1:42,offline,,,
935197,1/1/2023 1:43,offline,,,
935198,1/1/2023 1:44,offline,,,
935199,1/1/2023 1:45,offline,,,
935200,1/1/2023 1:46,offline,,,
935201,1/1/2023 1:47,offline,,,
935202,1/1/2023 1:48,offline,,,
935203,1/1/2023 1:49,offline,,,
935204,1/1/2023 1:50,offline,,,
935205,1/1/2023 1:51,offline,,,
935206,1/1/2023 1:52,offline,,,
935207,1/1/2023 1:53,offline,,,
935208,1/1/2023 1:54,offline,,,
935209,1/1/2023 1:55,offline,,,
935210,1/1/2023 1:56,offline,,,
935211,1/1/2023 1:57,offline,,,
935212,1/1/2023 1:58,offline,,,
935213,1/1/2023 1:59,offline,,,
935214,1/1/2023 2:00,offline,,,
935215,1/1/2023 2:01,offline,,,
935216,1/1/2023 2:02,offline,,,
935217,1/1/2023 2:03,offline,,,
935218,1/1/2023 2:04,offline,,,
935219,1/1/2023 2:05,offline,,,
935220,1/1/2023 2:06,offline,,,
935221,1/1/2023 2:07,offline,,,
935222,1/1/2023 2:08,offline,,,
935223,1/1/2023 2:09,offline,,,
935224,1/1/2023 2:10,offline,,,
935225,1/1/2023 2:11,offline,,,
935226,1/1/2023 2:12,offline,,,
935227,1/1/2023 2:13,offline,,,
935228,1/1/2023 2:14,offline,,,
935229,1/1/2023 2:15,offline,,,
935230,1/1/2023 2:16,offline,,,
935231,1/1/2023 2:17,offline,,,
935232,1/1/2023 2:18,offline,,,
935233,1/1/2023 2:19,offline,,,
935234,1/1/2023 2:20,offline,,,
935235,1/1/2023 2:21,offline,,,
935236,1/1/2023 2:22,offline,,,
935237,1/1/2023 2:23,offline,,,
935238,1/1/2023 2:24,offline,,,
935239,1/1/2023 2:25,offline,,,
935240,1/1/2023 2:26,offline,,,
935241,1/1/2023 2:27,offline,,,
935242,1/1/2023 2:28,offline,,,
935243,1/1/2023 2:29,offline,,,
935244,1/1/2023 2:30,offline,,,
935245,1/1/2023 2:31,offline,,,
935246,1/1/2023 2:32,offline,,,
935247,1/1/2023 2:33,offline,,,
935248,1/1/2023 2:34,offline,,,
935249,1/1/2023 2:35,offline,,,
935250,1/1/2023 2:36,offline,,,
935251,1/1/2023 2:37,offline,,,
935252,1/1/2023 2:38,offline,,,
935253,1/1/2023 2:39,offline,,,
935254,1/1/2023 2:40,offline,,,
935255,1/1/2023 2:41,offline,,,
935256,1/1/2023 2:42,offline,,,
935257,1/1/2023 2:43,offline,,,
935258,1/1/2023 2:44,offline,,,
935259,1/1/2023 2:45,offline,,,
935260,1/1/2023 2:46,offline,,,
935261,1/1/2023 2:47,offline,,,
935262,1/1/2023 2:48,offline,,,
935263,1/1/2023 2:49,offline,,,
935264,1/1/2023 2:50,offline,,,
935265,1/1/2023 2:51,offline,,,
935266,1/1/2023 2:52,offline,,,
935267,1/1/2023 2:53,offline,,,
935268,1/1/2023 2:54,offline,,,
935269,1/1/2023 2:55,offline,,,
935270,1/1/2023 2:56,offline,,,
935271,1/1/2023 2:57,offline,,,
935272,1/1/2023 2:58,offline,,,
935273,1/1/2023 2:59,offline,,,
935274,1/1/2023 3:00,offline,,,
935275,1/1/2023 3:01,offline,,,
935276,1/1/2023 3:02,offline,,,
935277,1/1/2023 3:03,offline,,,
935278,1/1/2023 3:04,offline,,,
935279,1/1/2023 3:05,offline,,,
935280,1/1/2023 3:06,offline,,,
935281,1/1/2023 3:07,offline,,,
935282,1/1/2023 3:08,offline,,,
935283,1/1/2023 3:09,offline,,,
935284,1/1/2023 3:10,offline,,,
935285,1/1/2023 3:11,offline,,,
935286,1/1/2023 3:12,offline,,,
935287,1/1/2023 3:13,offline,,,
935288,1/1/2023 3:14,offline,,,
935289,1/1/2023 3:15,offline,,,
935290,1/1/2023 3:16,offline,,,
935291,1/1/2023 3:17,offline,,,
935292,1/1/2023 3:18,offline,,,
935293,1/1/2023 3:19,offline,,,
935294,1/1/2023 3:20,offline,,,
935295,1/1/2023 3:21,offline,,,
935296,1/1/2023 3:22,offline,,,
935297,1/1/2023 3:23,offline,,,
935298,1/1/2023 3:24,offline,,,
935299,1/1/2023 3:25,offline,,,
935300,1/1/2023 3:26,offline,,,
935301,1/1/2023 3:27,offline,,,
935302,1/1/2023 3:28,offline,,,
935303,1/1/2023 3:29,offline,,,
935304,1/1/2023 3:30,offline,,,
935305,1/1/2023 3:31,offline,,,
935306,1/1/2023 3:32,offline,,,
935307,1/1/2023 3:33,offline,,,
935308,1/1/2023 3:34,offline,,,
935309,1/1/2023 3:35,offline,,,
935310,1/1/2023 3:36,offline,,,
935311,1/1/2023 3:37,offline,,,
935312,1/1/2023 3:38,offline,,,
935313,1/1/2023 3:39,offline,,,
935314,1/1/2023 3:40,offline,,,
935315,1/1/2023 3:41,offline,,,
935316,1/1/2023 3:42,offline,,,
935317,1/1/2023 3:43,offline,,,
935318,1/1/2023 3:44,offline,,,
935319,1/1/2023 3:45,offline,,,
935320,1/1/2023 3:46,offline,,,
935321,1/1/2023 3:47,offline,,,
935322,1/1/2023 3:48,offline,,,
935323,1/1/2023 3:49,offline,,,
935324,1/1/2023 3:50,offline,,,
935325,1/1/2023 3:51,offline,,,
935326,1/1/2023 3:52,offline,,,
935327,1/1/2023 3:53,offline,,,
935328,1/1/2023 3:54,offline,,,
935329,1/1/2023 3:55,offline,,,
935330,1/1/2023 3:56,offline,,,
935331,1/1/2023 3:57,offline,,,
935332,1/1/2023 3:58,offline,,,
935333,1/1/2023 3:59,offline,,,
935334,1/1/2023 4:00,offline,,,
935335,1/1/2023 4:01,offline,,,
935336,1/1/2023 4:02,offline,,,
935337,1/1/2023 4:03,offline,,,
935338,1/1/2023 4:04,offline,,,
935339,1/1/2023 4:05,offline,,,
935340,1/1/2023 4:06,offline,,,
935341,1/1/2023 4:07,offline,,,
935342,1/1/2023 4:08,offline,,,
935343,1/1/2023 4:09,offline,,,
935344,1/1/2023 4:10,offline,,,
935345,1/1/2023 4:11,offline,,,
935346,1/1/2023 4:12,offline,,,
935347,1/1/2023 4:13,offline,,,
935348,1/1/2023 4:14,offline,,,
935349,1/1/2023 4:15,offline,,,
935350,1/1/2023 4:16,offline,,,
935351,1/1/2023 4:17,offline,,,
935352,1/1/2023 4:18,offline,,,
935353,1/1/2023 4:19,offline,,,
935354,1/1/2023 4:20,offline,,,
935355,1/1/2023 4:21,offline,,,
935356,1/1/2023 4:22,offline,,,
935357,1/1/2023 4:23,offline,,,
935358,1/1/2023 4:24,offline,,,
935359,1/1/2023 4:25,offline,,,
935360,1/1/2023 4:26,offline,,,
935361,1/1/2023 4:27,offline,,,
935362,1/1/2023 4:28,offline,,,
935363,1/1/2023 4:29,offline,,,
935364,1/1/2023 4:30,offline,,,
935365,1/1/2023 4:31,offline,,,
935366,1/1/2023 4:32,offline,,,
935367,1/1/2023 4:33,offline,,,
935368,1/1/2023 4:34,offline,,,
935369,1/1/2023 4:35,offline,,,
935370,1/1/2023 4:36,offline,,,
935371,1/1/2023 4:37,offline,,,
935372,1/1/2023 4:38,offline,,,
935373,1/1/2023 4:39,offline,,,
935374,1/1/2023 4:40,offline,,,
935375,1/1/2023 4:41,offline,,,
935376,1/1/2023 4:42,offline,,,
935377,1/1/2023 4:43,offline,,,
935378,1/1/2023 4:44,offline,,,
935379,1/1/2023 4:45,offline,,,
935380,1/1/2023 4:46,offline,,,
935381,1/1/2023 4:47,offline,,,
935382,1/1/2023 4:48,offline,,,
935383,1/1/2023 4:49,offline,,,
935384,1/1/2023 4:50,offline,,,
935385,1/1/2023 4:51,offline,,,
935386,1/1/2023 4:52,offline,,,
935387,1/1/2023 4:53,offline,,,
935388,1/1/2023 4:54,offline,,,
935389,1/1/2023 4:55,offline,,,
935390,1/1/2023 4:56,offline,,,
935391,1/1/2023 4:57,offline,,,
935392,1/1/2023 4:58,offline,,,
935393,1/1/2023 4:59,offline,,,
935394,1/1/2023 5:00,offline,,,
935395,1/1/2023 5:01,offline,,,
935396,1/1/2023 5:02,offline,,,
935397,1/1/2023 5:03,offline,,,
935398,1/1/2023 5:04,offline,,,
935399,1/1/2023 5:05,offline,,,
935400,1/1/2023 5:06,offline,,,
935401,1/1/2023 5:07,offline,,,
935402,1/1/2023 5:08,offline,,,
935403,1/1/2023 5:09,offline,,,
935404,1/1/2023 5:10,offline,,,
935405,1/1/2023 5:11,offline,,,
935406,1/1/2023 5:12,offline,,,
935407,1/1/2023 5:13,offline,,,
935408,1/1/2023 5:14,offline,,,
935409,1/1/2023 5:15,offline,,,
935410,1/1/2023 5:16,offline,,,
935411,1/1/2023 5:17,offline,,,
935412,1/1/2023 5:18,offline,,,
935413,1/1/2023 5:19,offline,,,
935414,1/1/2023 5:20,offline,,,
935415,1/1/2023 5:21,offline,,,
935416,1/1/2023 5:22,offline,,,
935417,1/1/2023 5:23,offline,,,
935418,1/1/2023 5:24,offline,,,
935419,1/1/2023 5:25,offline,,,
935420,1/1/2023 5:26,offline,,,
935421,1/1/2023 5:27,offline,,,
935422,1/1/2023 5:28,offline,,,
935423,1/1/2023 5:29,offline,,,
935424,1/1/2023 5:30,offline,,,
935425,1/1/2023 5:31,offline,,,
935426,1/1/2023 5:32,offline,,,
935427,1/1/2023 5:33,offline,,,
935428,1/1/2023 5:34,offline,,,
935429,1/1/2023 5:35,offline,,,
935430,1/1/2023 5:36,offline,,,
935431,1/1/2023 5:37,offline,,,
935432,1/1/2023 5:38,offline,,,
935433,1/1/2023 5:39,offline,,,
935434,1/1/2023 5:40,offline,,,
935435,1/1/2023 5:41,offline,,,
935436,1/1/2023 5:42,offline,,,
935437,1/1/2023 5:43,offline,,,
935438,1/1/2023 5:44,offline,,,
935439,1/1/2023 5:45,offline,,,
935440,1/1/2023 5:46,offline,,,
935441,1/1/2023 5:47,offline,,,
935442,1/1/2023 5:48,offline,,,
935443,1/1/2023 5:49,offline,,,
935444,1/1/2023 5:50,offline,,,
935445,1/1/2023 5:51,offline,,,
935446,1/1/2023 5:52,offline,,,
935447,1/1/2023 5:53,offline,,,
935448,1/1/2023 5:54,offline,,,
935449,1/1/2023 5:55,offline,,,
935450,1/1/2023 5:56,offline,,,
935451,1/1/2023 5:57,offline,,,
935452,1/1/2023 5:58,offline,,,
935453,1/1/2023 5:59,offline,,,
935454,1/1/2023 6:00,offline,,,
935455,1/1/2023 6:01,offline,,,
935456,1/1/2023 6:02,offline,,,
935457,1/1/2023 6:03,offline,,,
935458,1/1/2023 6:04,offline,,,
935459,1/1/2023 6:05,offline,,,
935460,1/1/2023 6:06,offline,,,
935461,1/1/2023 6:07,offline,,,
935462,1/1/2023 6:08,offline,,,
935463,1/1/2023 6:09,offline,,,
935464,1/1/2023 6:10,offline,,,
935465,1/1/2023 6:11,offline,,,
935466,1/1/2023 6:12,offline,,,
935467,1/1/2023 6:13,offline,,,
935468,1/1/2023 6:14,offline,,,
935469,1/1/2023 6:15,offline,,,
935470,1/1/2023 6:16,offline,,,
935471,1/1/2023 6:17,offline,,,
935472,1/1/2023 6:18,offline,,,
935473,1/1/2023 6:19,offline,,,
935474,1/1/2023 6:20,offline,,,
935475,1/1/2023 6:21,offline,,,
935476,1/1/2023 6:22,offline,,,
935477,1/1/2023 6:23,offline,,,
935478,1/1/2023 6:24,offline,,,
935479,1/1/2023 6:25,offline,,,
935480,1/1/2023 6:26,offline,,,
935481,1/1/2023 6:27,offline,,,
935482,1/1/2023 6:28,offline,,,
935483,1/1/2023 6:29,offline,,,
935484,1/1/2023 6:30,offline,,,
935485,1/1/2023 6:31,offline,,,
935486,1/1/2023 6:32,offline,,,
935487,1/1/2023 6:33,offline,,,
935488,1/1/2023 6:34,offline,,,
935489,1/1/2023 6:35,offline,,,
935490,1/1/2023 6:36,offline,,,
935491,1/1/2023 6:37,offline,,,
935492,1/1/2023 6:38,offline,,,
935493,1/1/2023 6:39,offline,,,
935494,1/1/2023 6:40,offline,,,
935495,1/1/2023 6:41,offline,,,
935496,1/1/2023 6:42,offline,,,
935497,1/1/2023 6:43,offline,,,
935498,1/1/2023 6:44,offline,,,
935499,1/1/2023 6:45,offline,,,
935500,1/1/2023 6:46,offline,,,
935501,1/1/2023 6:47,offline,,,
935502,1/1/2023 6:48,offline,,,
935503,1/1/2023 6:49,offline,,,
935504,1/1/2023 6:50,offline,,,
935505,1/1/2023 6:51,offline,,,
935506,1/1/2023 6:52,offline,,,
935507,1/1/2023 6:53,offline,,,
935508,1/1/2023 6:54,offline,,,
935509,1/1/2023 6:55,offline,,,
935510,1/1/2023 6:56,offline,,,
935511,1/1/2023 6:57,offline,,,
935512,1/1/2023 6:58,offline,,,
935513,1/1/2023 6:59,offline,,,
935514,1/1/2023 7:00,offline,,,
935515,1/1/2023 7:01,offline,,,
935516,1/1/2023 7:02,offline,,,
935517,1/1/2023 7:03,offline,,,
935518,1/1/2023 7:04,offline,,,
935519,1/1/2023 7:05,offline,,,
935520,1/1/2023 7:06,offline,,,
935521,1/1/2023 7:07,offline,,,
935522,1/1/2023 7:08,offline,,,
935523,1/1/2023 7:09,offline,,,
935524,1/1/2023 7:10,offline,,,
935525,1/1/2023 7:11,offline,,,
935526,1/1/2023 7:12,offline,,,
935527,1/1/2023 7:13,offline,,,
935528,1/1/2023 7:14,offline,,,
935529,1/1/2023 7:15,offline,,,
935530,1/1/2023 7:16,offline,,,
935531,1/1/2023 7:17,offline,,,
935532,1/1/2023 7:18,offline,,,
935533,1/1/2023 7:19,offline,,,
935534,1/1/2023 7:20,offline,,,
935535,1/1/2023 7:21,offline,,,
935536,1/1/2023 7:22,offline,,,
935537,1/1/2023 7:23,offline,,,
935538,1/1/2023 7:24,offline,,,
935539,1/1/2023 7:25,offline,,,
935540,1/1/2023 7:26,offline,,,
935541,1/1/2023 7:27,offline,,,
935542,1/1/2023 7:28,offline,,,
935543,1/1/2023 7:29,offline,,,
935544,1/1/2023 7:30,offline,,,
935545,1/1/2023 7:31,offline,,,
935546,1/1/2023 7:32,offline,,,
935547,1/1/2023 7:33,offline,,,
935548,1/1/2023 7:34,offline,,,
935549,1/1/2023 7:35,offline,,,
935550,1/1/2023 7:36,offline,,,
935551,1/1/2023 7:37,offline,,,
935552,1/1/2023 7:38,offline,,,
935553,1/1/2023 7:39,offline,,,
935554,1/1/2023 7:40,offline,,,
935555,1/1/2023 7:41,offline,,,
935556,1/1/2023 7:42,offline,,,
935557,1/1/2023 7:43,offline,,,
935558,1/1/2023 7:44,offline,,,
935559,1/1/2023 7:45,offline,,,
935560,1/1/2023 7:46,offline,,,
935561,1/1/2023 7:47,offline,,,
935562,1/1/2023 7:48,offline,,,
935563,1/1/2023 7:49,offline,,,
935564,1/1/2023 7:50,offline,,,
935565,1/1/2023 7:51,offline,,,
935566,1/1/2023 7:52,offline,,,
935567,1/1/2023 7:53,offline,,,
935568,1/1/2023 7:54,offline,,,
935569,1/1/2023 7:55,offline,,,
935570,1/1/2023 7:56,offline,,,
935571,1/1/2023 7:57,offline,,,
935572,1/1/2023 7:58,offline,,,
935573,1/1/2023 7:59,offline,,,
935574,1/1/2023 8:00,offline,,,
935575,1/1/2023 8:01,offline,,,
935576,1/1/2023 8:02,offline,,,
935577,1/1/2023 8:03,offline,,,
935578,1/1/2023 8:04,offline,,,
935579,1/1/2023 8:05,offline,,,
935580,1/1/2023 8:06,offline,,,
935581,1/1/2023 8:07,offline,,,
935582,1/1/2023 8:08,offline,,,
935583,1/1/2023 8:09,offline,,,
935584,1/1/2023 8:10,offline,,,
935585,1/1/2023 8:11,offline,,,
935586,1/1/2023 8:12,offline,,,
935587,1/1/2023 8:13,offline,,,
935588,1/1/2023 8:14,offline,,,
935589,1/1/2023 8:15,offline,,,
935590,1/1/2023 8:16,offline,,,
935591,1/1/2023 8:17,offline,,,
935592,1/1/2023 8:18,offline,,,
935593,1/1/2023 8:19,offline,,,
935594,1/1/2023 8:20,offline,,,
935595,1/1/2023 8:21,offline,,,
935596,1/1/2023 8:22,offline,,,
935597,1/1/2023 8:23,offline,,,
935598,1/1/2023 8:24,offline,,,
935599,1/1/2023 8:25,offline,,,
935600,1/1/2023 8:26,offline,,,
935601,1/1/2023 8:27,offline,,,
935602,1/1/2023 8:28,offline,,,
935603,1/1/2023 8:29,offline,,,
935604,1/1/2023 8:30,offline,,,
935605,1/1/2023 8:31,offline,,,
935606,1/1/2023 8:32,offline,,,
935607,1/1/2023 8:33,offline,,,
935608,1/1/2023 8:34,offline,,,
935609,1/1/2023 8:35,offline,,,
935610,1/1/2023 8:36,offline,,,
935611,1/1/2023 8:37,offline,,,
935612,1/1/2023 8:38,offline,,,
935613,1/1/2023 8:39,offline,,,
935614,1/1/2023 8:40,offline,,,
935615,1/1/2023 8:41,offline,,,
935616,1/1/2023 8:42,offline,,,
935617,1/1/2023 8:43,offline,,,
935618,1/1/2023 8:44,offline,,,
935619,1/1/2023 8:45,offline,,,
935620,1/1/2023 8:46,offline,,,
935621,1/1/2023 8:47,offline,,,
935622,1/1/2023 8:48,offline,,,
935623,1/1/2023 8:49,offline,,,
935624,1/1/2023 8:50,offline,,,
935625,1/1/2023 8:51,offline,,,
935626,1/1/2023 8:52,offline,,,
935627,1/1/2023 8:53,offline,,,
935628,1/1/2023 8:54,offline,,,
935629,1/1/2023 8:55,offline,,,
935630,1/1/2023 8:56,offline,,,
935631,1/1/2023 8:57,offline,,,
935632,1/1/2023 8:58,offline,,,
935633,1/1/2023 8:59,offline,,,
935634,1/1/2023 9:00,offline,,,
935635,1/1/2023 9:01,offline,,,
935636,1/1/2023 9:02,offline,,,
935637,1/1/2023 9:03,offline,,,
935638,1/1/2023 9:04,offline,,,
935639,1/1/2023 9:05,offline,,,
935640,1/1/2023 9:06,offline,,,
935641,1/1/2023 9:07,offline,,,
935642,1/1/2023 9:08,offline,,,
935643,1/1/2023 9:09,offline,,,
935644,1/1/2023 9:10,offline,,,
935645,1/1/2023 9:11,offline,,,
935646,1/1/2023 9:12,offline,,,
935647,1/1/2023 9:13,offline,,,
935648,1/1/2023 9:14,offline,,,
935649,1/1/2023 9:15,offline,,,
935650,1/1/2023 9:16,offline,,,
935651,1/1/2023 9:17,offline,,,
935652,1/1/2023 9:18,offline,,,
935653,1/1/2023 9:19,offline,,,
935654,1/1/2023 9:20,offline,,,
935655,1/1/2023 9:21,offline,,,
935656,1/1/2023 9:22,offline,,,
935657,1/1/2023 9:23,offline,,,
935658,1/1/2023 9:24,offline,,,
935659,1/1/2023 9:25,offline,,,
935660,1/1/2023 9:26,offline,,,
935661,1/1/2023 9:27,offline,,,
935662,1/1/2023 9:28,offline,,,
935663,1/1/2023 9:29,offline,,,
935664,1/1/2023 9:30,offline,,,
935665,1/1/2023 9:31,offline,,,
935666,1/1/2023 9:32,offline,,,
935667,1/1/2023 9:33,offline,,,
935668,1/1/2023 9:34,offline,,,
935669,1/1/2023 9:35,offline,,,
935670,1/1/2023 9:36,offline,,,
935671,1/1/2023 9:37,offline,,,
935672,1/1/2023 9:38,offline,,,
935673,1/1/2023 9:39,offline,,,
935674,1/1/2023 9:40,offline,,,
935675,1/1/2023 9:41,offline,,,
935676,1/1/2023 9:42,offline,,,
935677,1/1/2023 9:43,offline,,,
935678,1/1/2023 9:44,offline,,,
935679,1/1/2023 9:45,offline,,,
935680,1/1/2023 9:46,offline,,,
935681,1/1/2023 9:47,offline,,,
935682,1/1/2023 9:48,offline,,,
935683,1/1/2023 9:49,offline,,,
935684,1/1/2023 9:50,offline,,,
935685,1/1/2023 9:51,offline,,,
935686,1/1/2023 9:52,offline,,,
935687,1/1/2023 9:53,offline,,,
935688,1/1/2023 9:54,offline,,,
935689,1/1/2023 9:55,offline,,,
935690,1/1/2023 9:56,offline,,,
935691,1/1/2023 9:57,offline,,,
935692,1/1/2023 9:58,offline,,,
935693,1/1/2023 9:59,offline,,,
935694,1/1/2023 10:00,offline,,,
935695,1/1/2023 10:01,offline,,,
935696,1/1/2023 10:02,offline,,,
935697,1/1/2023 10:03,offline,,,
935698,1/1/2023 10:04,offline,,,
935699,1/1/2023 10:05,offline,,,
935700,1/1/2023 10:06,offline,,,
935701,1/1/2023 10:07,offline,,,
935702,1/1/2023 10:08,offline,,,
935703,1/1/2023 10:09,offline,,,
935704,1/1/2023 10:10,offline,,,
935705,1/1/2023 10:11,offline,,,
935706,1/1/2023 10:12,offline,,,
935707,1/1/2023 10:13,offline,,,
935708,1/1/2023 10:14,offline,,,
935709,1/1/2023 10:15,offline,,,
935710,1/1/2023 10:16,offline,,,
935711,1/1/2023 10:17,offline,,,
935712,1/1/2023 10:18,offline,,,
935713,1/1/2023 10:19,offline,,,
935714,1/1/2023 10:20,offline,,,
935715,1/1/2023 10:21,offline,,,
935716,1/1/2023 10:22,offline,,,
935717,1/1/2023 10:23,offline,,,
935718,1/1/2023 10:24,offline,,,
935719,1/1/2023 10:25,offline,,,
935720,1/1/2023 10:26,offline,,,
935721,1/1/2023 10:27,offline,,,
935722,1/1/2023 10:28,offline,,,
935723,1/1/2023 10:29,offline,,,
935724,1/1/2023 10:30,offline,,,
935725,1/1/2023 10:31,offline,,,
935726,1/1/2023 10:32,offline,,,
935727,1/1/2023 10:33,offline,,,
935728,1/1/2023 10:34,offline,,,
935729,1/1/2023 10:35,offline,,,
935730,1/1/2023 10:36,offline,,,
935731,1/1/2023 10:37,offline,,,
935732,1/1/2023 10:38,offline,,,
935733,1/1/2023 10:39,offline,,,
935734,1/1/2023 10:40,offline,,,
935735,1/1/2023 10:41,offline,,,
935736,1/1/2023 10:42,offline,,,
935737,1/1/2023 10:43,offline,,,
935738,1/1/2023 10:44,offline,,,
935739,1/1/2023 10:45,offline,,,
935740,1/1/2023 10:46,offline,,,
935741,1/1/2023 10:47,offline,,,
935742,1/1/2023 10:48,offline,,,
935743,1/1/2023 10:49,offline,,,
935744,1/1/2023 10:50,offline,,,
935745,1/1/2023 10:51,offline,,,
935746,1/1/2023 10:52,offline,,,
935747,1/1/2023 10:53,offline,,,
935748,1/1/2023 10:54,offline,,,
935749,1/1/2023 10:55,offline,,,
935750,1/1/2023 10:56,offline,,,
935751,1/1/2023 10:57,offline,,,
935752,1/1/2023 10:58,offline,,,
935753,1/1/2023 10:59,offline,,,
935754,1/1/2023 11:00,offline,,,
935755,1/1/2023 11:01,offline,,,
935756,1/1/2023 11:02,offline,,,
935757,1/1/2023 11:03,offline,,,
935758,1/1/2023 11:04,offline,,,
935759,1/1/2023 11:05,offline,,,
935760,1/1/2023 11:06,offline,,,
935761,1/1/2023 11:07,offline,,,
935762,1/1/2023 11:08,offline,,,
935763,1/1/2023 11:09,offline,,,
935764,1/1/2023 11:10,offline,,,
935765,1/1/2023 11:11,offline,,,
935766,1/1/2023 11:12,offline,,,
935767,1/1/2023 11:13,offline,,,
935768,1/1/2023 11:14,offline,,,
935769,1/1/2023 11:15,offline,,,
935770,1/1/2023 11:16,offline,,,
935771,1/1/2023 11:17,offline,,,
935772,1/1/2023 11:18,offline,,,
935773,1/1/2023 11:19,offline,,,
935774,1/1/2023 11:20,offline,,,
935775,1/1/2023 11:21,offline,,,
935776,1/1/2023 11:22,offline,,,
935777,1/1/2023 11:23,offline,,,
935778,1/1/2023 11:24,offline,,,
935779,1/1/2023 11:25,offline,,,
935780,1/1/2023 11:26,offline,,,
935781,1/1/2023 11:27,offline,,,
935782,1/1/2023 11:28,offline,,,
935783,1/1/2023 11:29,offline,,,
935784,1/1/2023 11:30,offline,,,
935785,1/1/2023 11:31,offline,,,
935786,1/1/2023 11:32,offline,,,
935787,1/1/2023 11:33,offline,,,
935788,1/1/2023 11:34,offline,,,
935789,1/1/2023 11:35,offline,,,
